Ciudad;Año;Mes;Casos_Asma;Casos_Bronquitis;Casos_Neumonia;Casos_EPOC;Urgencias_Respiratorias;Hospitalizaciones;Mortalidad_Respiratoria;Edad_Promedio_Pacientes;Costo_Promedio_Paciente
Bogotá;2022;2;15;25;11;7;33;16;2;23.646.525.565.565.400;833.503.902.743.404
Barranquilla;2023;3;27;18;13;6;30;13;0;37.081.568.894.014;20.827.907.286.730.600
Cartagena;2022;12;14;9;9;12;34;15;1;5.183.072.789.407.480;44.600.641.151.949.400
Manizales;2020;12;24;14;4;9;23;13;0;3.806.422.012.787.830;3.884.512.557.490.890
Pereira;2018;4;15;15;12;3;27;22;2;48.062.667.911.764.400;30.041.423.641.646.400
Medellín;2023;3;22;7;11;10;32;14;3;7.222.452.403.310.300;31.521.062.243.396.400
Cúcuta;2022;3;16;11;6;9;31;15;6;46.421.828.623.838.400;50.533.571.647.731
Manizales;2022;9;32;13;12;10;29;11;1;8.988.972.568.498.720;474.287.461.251.459
Bucaramanga;2017;5;17;5;9;8;34;11;6;3.568.982.974.563.590;6.528.088.582.643.600
Pereira;2024;11;20;13;20;5;25;12;2;6.522.003.972.770.210;3.926.391.928.451.210
Medellín;2023;9;28;12;10;9;33;14;0;348.683.892.598.537;51.954.575.653.276.400
Bogotá;2021;6;17;13;6;10;36;10;3;31.517.002.002.858.600;329.057.178.342.932
Cartagena;2015;10;20;13;7;5;31;14;1;7.815.359.467.163.470;24.973.863.007.911.400
Cúcuta;2016;8;20;14;11;4;40;15;0;508.645.851.188.957;4.636.783.657.987.410
Manizales;2016;1;18;19;10;7;34;18;3;6.925.582.123.896.580;100000.0
Manizales;2015;8;22;11;12;9;28;16;0;5.619.439.053.777.980;1.660.958.798.091.830
Cúcuta;2015;1;25;7;12;14;40;14;2;30.475.626.857.346.100;22.708.894.232.815.600
Cartagena;2018;9;14;17;16;9;34;12;3;33.595.950.144.377.400;43.024.558.638.620.800
Cartagena;2021;3;22;9;11;11;29;12;2;5.644.398.558.670.450;6.475.779.999.908.260
Manizales;2020;9;17;16;9;6;36;17;2;37.626.141.847.571.600;1.816.478.664.172.540
Bucaramanga;2021;8;19;13;11;7;26;13;2;3.834.956.843.300.130;3.667.836.588.041.040
Santa Marta;2022;7;12;15;11;5;38;12;1;5.223.704.934.523.370;36.826.238.383.669.000
Bucaramanga;2022;12;21;14;11;11;36;14;3;17.010.130.308.281.300;4.655.603.311.282.680
Pereira;2017;1;16;12;10;10;27;17;4;41.677.084.616.281.500;100000.0
Barranquilla;2021;7;16;10;6;6;24;18;1;5.078.836.294.242.680;3.026.889.019.114.450
Medellín;2020;2;17;13;11;13;23;9;2;3.806.097.638.148.090;5.159.499.303.054.270
Cali;2022;2;33;12;13;4;28;16;1;32.876.524.182.738.300;6.264.760.155.917.150
Santa Marta;2017;9;15;15;12;6;20;12;2;1.491.587.547.852.650;100000.0
Barranquilla;2023;9;13;11;6;6;31;10;2;33.190.941.886.759.500;1.755.874.097.690.450
Cartagena;2019;12;16;12;12;12;30;11;2;23.275.683.966.107.900;5.540.559.722.429.270
Medellín;2016;1;23;16;15;7;32;11;2;545.314.160.525.062;4.369.457.186.551.740
Pereira;2018;11;14;14;10;13;28;15;3;4.061.814.669.099.370;863.413.193.357.321
Cartagena;2021;7;22;20;11;8;32;8;4;49.764.150.688.442.800;100000.0
Manizales;2015;5;21;16;10;10;37;11;1;26.334.858.140.851.500;8.586.376.900.639.540
Cúcuta;2015;6;23;11;10;10;33;17;1;51.396.003.394.648.400;3.412.616.991.413.540
Manizales;2023;12;23;13;10;6;21;10;6;7.275.603.672.025.490;5.512.912.214.192.830
Barranquilla;2017;1;22;10;10;5;28;13;0;5.818.355.044.672.260;3.190.473.463.442.160
Cali;2015;6;14;18;12;12;34;13;2;4.055.128.181.912.830;33.073.930.092.031.400
Pereira;2021;11;24;12;15;6;35;14;2;3.661.238.471.939.060;3.491.994.423.248.480
Cúcuta;2021;1;18;15;7;9;29;9;4;27.313.087.363.788.600;7.707.255.011.331.060
Cartagena;2016;12;19;14;12;9;38;6;2;6.737.388.704.070.720;5.378.489.531.383.140
Bucaramanga;2022;4;15;15;9;5;42;10;2;6.669.020.417.724.000;3.532.695.555.451.950
Santa Marta;2017;2;21;16;14;7;19;9;1;4.263.676.882.880.750;7.629.692.393.953.410
Santa Marta;2017;2;27;16;14;9;29;5;2;5.652.819.875.758.840;5.502.259.295.036.270
Bucaramanga;2019;1;19;14;13;9;35;13;1;26.772.718.031.942.500;8.267.585.220.396.150
Cali;2016;7;26;16;10;8;31;5;2;4.329.389.548.577.720;33.170.350.727.988.400
Barranquilla;2018;11;22;16;6;3;22;12;4;436.071.032.108.057;8.648.549.581.466.330
Cúcuta;2016;2;16;8;14;10;33;13;3;418.827.443.345.492;7.698.522.091.461.420
Bucaramanga;2023;7;16;19;9;6;42;13;2;4.562.527.274.836.240;50.198.280.948.341.100
Cartagena;2020;2;26;13;8;5;36;17;2;13.221.378.726.418.700;19.286.636.031.681.400
Cúcuta;2015;7;19;10;11;8;22;10;2;5.074.158.585.838.710;7.476.825.421.234.280
Pereira;2023;4;18;11;6;8;21;6;1;1.873.300.050.824.410;6.594.683.942.971.460
Cúcuta;2022;9;23;19;8;5;28;9;3;4.718.852.410.741.780;5.375.589.098.453.940
Cúcuta;2016;1;21;10;13;11;35;8;0;14.821.651.958.529.300;6.953.390.933.269.170
Barranquilla;2017;3;23;18;14;5;31;14;3;6.742.526.532.045.400;7.517.521.888.417.620
Pereira;2021;5;19;21;6;6;20;16;1;8.323.417.029.341.750;49.673.817.768.220.900
Santa Marta;2018;7;19;17;13;15;26;12;4;7.575.033.608.001.170;4.553.481.629.414.800
Cúcuta;2022;7;19;19;6;14;24;10;1;5.843.871.401.667.100;8.594.621.215.287.070
Cartagena;2015;6;18;16;4;7;35;16;3;3.597.381.511.330.440;4.829.999.003.417.050
Barranquilla;2024;5;17;12;14;13;26;8;0;3.200.548.016.962.540;4.599.821.176.366.120
Santa Marta;2018;12;27;18;6;4;27;11;5;665.974.922.186.678;4.194.603.789.321.010
Bogotá;2015;5;22;19;10;6;28;13;3;6.588.035.811.634.550;29.299.405.103.821.600
Cali;2021;4;23;14;13;11;34;10;3;5.048.743.860.098.800;6.267.170.266.182.500
Santa Marta;2023;9;25;10;12;11;36;10;2;10.769.864.618.053.700;6.393.915.228.084.070
Medellín;2015;8;25;13;10;10;32;10;3;6.915.103.316.417.950;7.265.020.692.441.380
Manizales;2022;12;16;13;10;7;26;12;0;3.435.566.498.622.170;5.160.084.972.568.210
Barranquilla;2024;9;17;18;9;7;31;8;2;13.096.687.602.079.400;4.686.536.460.079.120
Cúcuta;2020;7;21;16;9;10;33;15;1;8.437.316.509.342.540;4.990.904.585.440.080
Cúcuta;2020;11;20;11;7;5;33;12;2;51.930.075.911.617.800;6.615.033.331.083.630
Medellín;2022;11;18;15;13;12;27;12;1;6.964.441.050.386.410;7.256.093.251.609.680
Cali;2015;5;15;16;10;6;40;12;1;3.310.569.040.367.230;22.622.283.306.981.800
Pereira;2023;11;18;14;16;7;37;12;2;3.494.160.833.021.180;3.813.555.057.451.240
Santa Marta;2020;10;19;6;6;10;28;9;2;1.525.352.604.039.250;42.850.524.548.689.800
Cali;2017;2;14;14;12;7;23;13;0;33.618.206.765.064.900;5.551.672.320.104.700
Barranquilla;2015;4;18;17;7;5;38;8;1;556.702.889.461.904;7.122.921.364.865.970
Cali;2018;6;18;14;11;5;27;12;1;2.014.142.003.769.940;100000.0
Medellín;2019;8;24;15;11;14;26;15;2;4.712.019.950.121.090;38.160.016.488.622.900
Bogotá;2018;11;17;14;10;5;40;15;2;6.230.730.209.392.290;4.395.310.805.509.490
Cali;2021;5;17;21;12;11;26;14;3;5.673.911.818.200.270;8.052.819.777.388.250
Cúcuta;2020;9;20;7;10;5;35;10;2;4.370.165.037.106.110;100000.0
Pereira;2024;4;20;16;13;7;26;10;1;5.125.221.691.535.620;27.321.287.242.802.100
Cúcuta;2019;6;19;13;12;5;27;12;1;37.983.104.570.848.000;18.229.433.606.494.200
Santa Marta;2017;4;21;19;6;8;29;10;2;41.596.997.441.817.600;5.781.471.792.343.680
Cartagena;2023;6;22;8;10;13;34;17;3;2.080.855.203.866.880;677.201.180.168.802
Cartagena;2017;10;21;20;6;10;30;7;2;31.296.601.726.107.400;5.745.822.174.013.740
Pereira;2017;3;11;8;15;7;38;13;1;6.005.623.191.864.780;39.105.027.477.635.300
Cartagena;2017;11;18;19;9;5;28;5;2;5.097.315.609.898.870;5.830.574.624.721.220
Barranquilla;2022;8;22;16;5;6;34;14;1;8.273.009.377.449.150;6.146.564.501.887.980
Cúcuta;2016;4;23;17;10;5;24;9;1;14.436.930.475.970.700;45.912.426.798.604.000
Bogotá;2018;7;15;11;10;6;28;19;3;2.883.751.171.004.880;6.868.211.911.650.250
Bucaramanga;2022;10;25;17;11;8;39;16;2;47.171.972.599.281.700;3.570.521.631.738.620
Manizales;2015;8;22;18;8;3;29;11;2;4.918.085.118.536.630;7.524.330.623.123.280
Bucaramanga;2017;9;25;20;6;5;36;12;3;3.769.556.831.203.010;40.917.572.219.057.700
Santa Marta;2018;2;20;15;16;13;37;10;2;20.285.252.138.524.800;3.163.123.230.487.050
Pereira;2020;3;15;15;6;8;28;19;2;17.489.911.443.591.800;5.370.779.624.031.440
Pereira;2016;9;23;18;7;9;31;11;1;28.297.851.168.661.200;2.051.529.157.477.670
Cartagena;2021;7;24;12;14;7;27;12;1;49.484.700.350.571.200;45.084.544.312.575.900
Barranquilla;2017;7;19;19;11;7;30;11;1;4.289.226.505.665.630;5.057.348.637.169.020
Manizales;2022;4;17;14;8;6;38;11;0;49.911.019.484.621.100;5.829.858.091.154.010
Cúcuta;2016;1;25;12;11;6;28;11;0;5.755.867.307.524.730;6.551.400.871.494.620
Medellín;2023;12;27;16;9;4;38;10;2;13.268.875.642.536.200;21.266.707.792.311.400
Manizales;2018;8;21;14;16;8;29;8;2;4.158.406.729.517.300;4.160.826.984.222.230
Bucaramanga;2022;10;21;11;8;4;22;23;2;25.005.461.253.877.400;2.547.313.664.436.990
Cali;2018;9;16;18;11;9;26;11;1;43.106.259.638.691.000;8.220.041.454.874.680
Medellín;2020;11;16;16;11;5;33;11;5;60.357.476.009.097.500;540.889.482.972.302
Bogotá;2022;4;17;15;13;10;27;14;5;3.297.952.500.768.640;20.405.080.111.460.100
Medellín;2019;1;19;20;11;10;26;15;3;6.646.053.359.105.370;23.031.992.417.106.000
Cartagena;2020;9;12;4;11;11;36;10;0;7.007.360.777.011.470;5.836.570.729.820.090
Bogotá;2016;5;16;13;9;10;29;9;2;5.115.590.128.293.590;6.380.141.150.205.250
Pereira;2018;6;26;17;8;6;28;9;2;5.318.692.035.268.170;3.231.358.707.944.020
Barranquilla;2019;2;19;11;4;12;29;7;3;5.730.863.197.629.310;4.679.489.073.102.070
Cali;2015;5;26;12;10;12;29;18;3;5.220.406.684.512.690;5.735.577.593.721.960
Santa Marta;2021;1;27;15;11;2;31;18;1;5.355.487.715.007.060;456.172.386.817.151
Medellín;2020;3;22;11;7;10;32;11;2;3.689.013.305.839.900;3.196.078.914.309.370
Bogotá;2018;1;20;8;12;8;36;12;1;4.466.008.861.950.310;3.094.474.588.923.740
Pereira;2018;1;21;19;9;5;32;12;4;18.244.056.097.579.900;25.906.651.026.160.000
Cúcuta;2017;9;28;11;12;5;33;17;4;4.056.837.599.347.460;49.009.899.427.134.900
Cali;2015;6;19;17;4;11;22;15;1;5.120.501.458.376.980;6.698.357.865.292.130
Cali;2020;8;20;10;9;11;25;13;3;4.394.575.372.499.040;6.553.712.001.813.960
Cúcuta;2019;5;23;10;8;8;33;11;4;8.740.182.329.714.390;354.729.234.491.494
Manizales;2020;12;23;12;5;5;30;14;3;678.445.202.137.249;6.673.231.551.603.960
Cúcuta;2024;12;20;18;7;8;26;9;1;6.243.683.372.919.200;8.760.796.785.807.610
Medellín;2015;12;21;19;8;6;29;16;3;4.173.265.783.577.990;48.860.790.492.230.300
Manizales;2016;9;27;17;14;6;21;13;2;1.0;16.316.131.140.906.100
Pereira;2021;12;13;14;10;6;30;14;2;4.020.401.777.019.550;49.030.839.223.683.200
Barranquilla;2023;4;18;13;8;8;27;12;3;4.106.133.480.586.470;4.830.930.892.780.490
Santa Marta;2020;10;16;10;7;4;34;11;8;21.794.737.552.514.400;3.452.984.624.743.800
Barranquilla;2020;8;14;19;6;6;34;12;2;467.645.607.498.597;527.959.470.903.575
Medellín;2019;6;15;14;10;12;27;11;0;5.104.025.573.557.820;7.725.477.782.962.200
Medellín;2019;12;18;17;11;7;32;11;2;7.730.618.306.784.610;7.273.627.240.403.050
Barranquilla;2020;11;16;15;7;10;34;12;1;2.925.236.907.926.800;3.045.279.356.476.880
Barranquilla;2016;10;27;15;12;8;32;14;3;7.322.842.940.340.820;4.411.397.837.121.640
Cartagena;2024;11;17;25;15;7;30;10;1;9.186.792.386.098.290;4.819.164.946.794.570
Santa Marta;2020;5;21;17;12;2;40;16;1;44.206.502.272.337.400;4.539.706.074.682.540
Santa Marta;2018;5;16;22;13;7;28;6;1;2.010.834.026.245.350;5.647.302.974.850.470
Santa Marta;2017;3;17;12;13;9;27;13;2;3.346.910.806.217.580;10.038.521.491.626
Cúcuta;2021;4;18;21;11;4;24;10;0;4.135.314.729.841.750;16.698.447.035.817.100
Cúcuta;2019;10;22;10;10;10;39;14;1;3.956.671.814.517.620;9.105.250.965.224.200
Manizales;2024;5;25;14;16;5;40;9;3;416.699.025.627.194;42.050.251.233.989.500
Bucaramanga;2017;9;19;12;10;5;34;11;1;29.480.474.272.828.600;41.157.700.910.258.300
Santa Marta;2022;10;19;15;5;15;28;11;3;5.258.828.511.785.210;5.615.891.612.678.480
Cartagena;2019;3;20;19;9;9;30;14;6;771.814.805.626.843;6.234.145.101.202.940
Barranquilla;2017;5;17;12;7;10;32;12;1;20.287.486.002.620.200;4.185.597.424.675.420
Medellín;2023;11;15;14;13;11;29;11;0;4.220.425.774.924.460;8.520.070.866.802.670
Barranquilla;2016;9;23;15;11;9;27;11;3;4.912.919.181.564.760;5.482.593.573.781.060
Manizales;2017;1;17;13;9;14;27;14;6;6.396.033.529.260.260;35.081.734.038.788.700
Bogotá;2017;5;23;17;10;11;30;9;2;7.280.077.053.585.110;5.936.495.129.046.830
Cali;2015;4;23;9;12;8;24;14;6;7.458.474.381.513.610;8.038.621.464.272.270
Barranquilla;2021;1;17;12;16;13;33;13;2;26.962.609.257.683.400;50.189.688.091.834.400
Manizales;2020;1;16;18;6;5;24;10;3;34.636.049.073.913.100;6.357.466.857.527.520
Cali;2020;7;21;13;3;7;39;12;0;4.359.274.269.478.430;6.820.819.074.257.260
Barranquilla;2020;12;16;17;11;6;35;13;3;812.208.628.929.342;4.735.551.796.479.720
Bogotá;2021;6;14;16;8;5;38;13;0;7.098.813.206.234.180;4.760.160.600.431.600
Bogotá;2020;1;26;9;15;11;30;14;3;3.404.502.558.018.250;45.216.370.292.546.400
Santa Marta;2023;4;16;17;5;3;33;11;5;38.719.979.080.600.000;5.211.223.665.364.460
Cali;2019;7;17;11;8;11;34;13;2;3.042.380.991.785.070;593.886.742.217.938
Manizales;2015;11;12;18;13;9;35;6;2;44.744.075.281.234.600;49.713.973.344.759.400
Bucaramanga;2015;6;19;16;9;8;22;11;0;4.876.443.515.498.250;7.485.182.712.179.180
Cartagena;2015;10;29;13;10;9;29;12;2;27.920.188.820.912.800;5.765.716.596.513.270
Pereira;2016;2;22;19;8;3;35;10;3;7.105.762.794.308.570;4.975.438.799.316.200
Pereira;2018;11;24;16;4;5;44;12;4;6.846.335.423.812.620;4.516.625.520.720.170
Barranquilla;2020;9;23;10;10;8;39;7;6;7.390.145.161.355.810;25.084.143.508.374.400
Santa Marta;2021;10;16;11;5;9;25;11;3;4.042.750.711.862.400;6.687.491.323.787.920
Bucaramanga;2019;3;23;12;10;13;28;8;1;8.146.983.253.025.400;4.204.548.135.667.550
Bogotá;2021;2;15;10;12;7;30;8;0;5.244.222.226.363.730;4.436.242.122.419.330
Santa Marta;2016;1;21;13;11;4;25;14;0;701.856.516.103.247;3.633.660.256.663.110
Santa Marta;2020;12;22;15;9;6;36;6;2;3.222.545.938.350.270;468.215.309.227.631
Cúcuta;2017;3;19;18;10;8;40;5;1;4.017.564.636.226.370;1.377.532.099.637.930
Cartagena;2023;6;13;17;11;11;33;14;0;3.710.522.743.893.360;5.047.168.025.452.340
Pereira;2024;10;18;14;9;4;28;8;3;18.724.854.929.779.500;8.293.647.854.083.120
Santa Marta;2024;1;19;17;12;8;22;15;2;32.418.266.770.005.000;26.245.371.323.917.600
Santa Marta;2018;2;14;18;17;12;49;12;4;3.667.193.314.918.420;6.601.411.320.616.600
Bogotá;2019;9;17;15;9;13;29;7;0;420.591.064.918.269;6.769.354.999.236.760
Barranquilla;2019;1;24;23;10;6;30;14;1;3.507.742.846.478.870;100000.0
Medellín;2016;1;18;14;7;9;28;6;1;3.721.531.157.664.350;5.962.173.326.419.050
Medellín;2018;9;27;10;11;7;31;10;3;6.647.155.492.866.670;6.084.638.476.357.730
Medellín;2021;3;23;22;12;8;34;14;2;5.049.682.509.102.410;3.368.516.360.263.780
Medellín;2016;6;23;10;16;12;26;15;0;17.544.624.014.993.500;2.392.726.560.599.670
Pereira;2019;12;14;14;8;6;29;10;1;4.895.134.865.433.570;5.024.963.012.310.470
Bucaramanga;2019;3;19;16;4;6;30;13;2;53.996.378.824.123.900;7.901.884.418.242.680
Cúcuta;2019;2;28;10;7;15;26;10;2;43.809.643.073.696.000;8.123.781.204.550.420
Medellín;2021;11;21;18;8;8;28;8;2;8.852.400.207.991.390;7.189.219.221.903.030
Bogotá;2024;3;24;10;12;10;32;21;2;38.255.922.272.075.600;8.931.683.363.383.280
Pereira;2021;10;18;18;9;5;18;15;2;3.719.264.579.424.210;47.994.313.146.052.800
Santa Marta;2022;4;16;21;16;10;36;15;2;5.438.724.174.351.030;4.755.057.903.020.910
Cali;2015;11;16;21;9;9;29;14;1;24.511.742.746.428.400;747.996.197.810.546
Cali;2017;1;29;18;11;13;34;11;0;3.779.576.613.878.960;100000.0
Pereira;2015;3;16;10;14;4;36;8;3;31.388.085.946.648.400;4.839.435.259.137.330
Cartagena;2021;7;28;18;8;10;22;13;0;50.707.943.821.600.100;1.571.716.648.444.340
Pereira;2019;2;15;13;9;6;29;12;4;3.999.059.029.923.700;5.916.162.586.048.150
Medellín;2016;7;16;12;10;6;25;13;1;6.563.374.563.266.990;7.877.201.612.901.000
Santa Marta;2024;4;12;13;9;12;35;11;0;34.481.764.115.011.300;3.787.618.301.780.300
Cúcuta;2016;7;23;8;12;9;40;9;5;5.190.778.477.874.350;5.377.870.017.548.690
Medellín;2021;11;25;16;11;8;27;22;1;28.382.229.652.497.300;1.514.116.996.227.960
Cúcuta;2019;3;25;18;10;3;32;14;1;2.927.210.729.904.560;5.291.440.888.976.010
Santa Marta;2018;7;19;22;14;6;26;12;2;5.237.930.403.949.890;6.083.149.157.151.710
Bucaramanga;2022;10;22;17;9;5;28;15;1;4.108.513.095.201.780;39.615.223.932.113.800
Cartagena;2017;7;24;19;10;4;28;8;3;42.424.316.707.079.400;678.729.406.783.931
Manizales;2017;3;14;16;11;6;29;5;2;6.986.990.349.402.850;537.925.394.637.729
Manizales;2022;6;18;20;11;7;33;19;1;4.057.492.706.247.510;7.080.891.255.595.190
Barranquilla;2016;9;16;13;3;14;42;13;1;44.429.281.786.100.200;18.604.795.872.200.700
Manizales;2017;11;19;5;14;4;33;13;1;40.248.474.377.686.600;43.318.557.291.445.200
Cali;2018;7;17;15;8;7;26;13;4;33.792.611.618.565.000;3.959.501.028.625.640
Cali;2024;5;24;9;17;7;28;7;0;3.333.216.315.631.790;46.408.026.914.214.000
Manizales;2017;11;18;13;10;11;27;9;4;7.868.088.641.652.730;321.744.396.632.098
Bogotá;2022;1;23;13;7;9;24;10;1;6.144.474.536.235.100;4.439.166.955.001.190
Pereira;2020;8;19;24;8;8;33;12;4;5.891.497.894.950.680;32.131.556.288.010.100
Medellín;2017;4;22;13;11;8;29;9;4;4.605.979.300.273.190;5.970.409.997.453.110
Bogotá;2021;11;25;17;3;11;29;19;2;7.771.400.104.533.950;2.954.219.975.363.060
Bucaramanga;2018;2;15;18;13;4;30;18;1;6.553.428.995.418.400;43.271.031.221.460.100
Barranquilla;2017;9;18;15;5;6;29;11;6;31.778.871.619.168.000;3.183.923.363.299.550
Manizales;2016;3;16;18;10;7;27;9;0;7.614.597.544.877.380;46.411.361.928.914.300
Cali;2022;6;21;12;9;5;32;12;2;7.222.217.113.078.750;4.041.615.281.913.050
Medellín;2022;3;27;18;7;5;36;10;2;3.810.766.403.189.260;442.373.161.743.372
Barranquilla;2016;7;15;21;17;6;23;9;1;6.541.320.455.285.020;100000.0
Barranquilla;2023;2;23;15;13;8;31;15;2;6.847.140.897.682.020;485.493.960.424.106
Barranquilla;2021;4;19;17;11;9;29;13;1;27.488.849.938.169.000;4.278.488.723.827.400
Cali;2020;11;16;19;11;9;33;12;3;22.624.840.188.008.700;189.742.521.217.042
Manizales;2017;10;20;13;11;8;30;10;2;51.151.444.250.376.500;432.609.426.022.663
Cartagena;2017;9;14;17;8;7;24;14;2;3.309.091.982.169.610;11.363.725.700.486.200
Barranquilla;2018;11;20;15;9;6;30;20;1;9.832.170.320.612.590;7.656.764.214.188.430
Cartagena;2023;8;18;20;13;5;39;12;1;29.467.893.787.569.300;383.835.554.337.787
Manizales;2022;8;26;10;10;10;30;8;1;33.429.084.749.782.900;35.599.000.442.096.000
Barranquilla;2016;8;13;12;15;4;23;13;1;3.584.834.983.571.100;51.172.481.847.027.300
Santa Marta;2019;7;20;15;8;7;29;19;1;4.633.868.073.184.370;48.316.695.361.512.800
Cartagena;2024;6;16;16;9;10;29;20;1;786.621.827.060.477;5.360.883.406.036.870
Bucaramanga;2020;8;18;11;11;12;22;9;3;55.264.951.957.610.300;25.859.231.809.356.900
Bucaramanga;2019;7;19;19;18;8;30;19;3;7.146.584.559.061.730;582.313.434.255.836
Manizales;2015;1;27;12;11;8;29;17;2;58.760.658.815.737.900;33.467.956.863.203.200
Santa Marta;2023;6;14;15;8;9;40;10;1;4.778.238.126.293.320;51.662.316.695.824.300
Cali;2024;8;23;18;6;10;30;14;1;5.647.587.497.502.520;3.857.960.420.158.340
Pereira;2020;5;8;19;9;7;37;13;4;4.835.350.611.667.020;100000.0
Cartagena;2019;6;14;15;8;8;25;16;0;5.291.131.386.467.990;5.688.265.115.115.730
Bogotá;2020;2;11;17;11;13;29;11;2;51.577.641.544.253.700;7.964.146.156.719.570
Barranquilla;2017;12;18;13;9;7;20;11;0;3.934.261.022.237.220;8.149.163.437.279.240
Barranquilla;2023;11;21;13;7;6;24;21;3;2.240.617.883.940.630;3.654.017.984.893.440
Pereira;2018;2;21;14;11;8;27;15;2;2.032.313.686.706.420;12.648.602.177.966.200
Santa Marta;2020;2;23;10;14;4;28;13;2;32.002.610.721.810.600;47.751.915.294.494.600
Cúcuta;2020;12;13;15;8;10;23;6;5;3.244.851.178.579.820;7.799.941.939.834.480
Cali;2016;6;15;17;10;6;35;13;0;3.547.496.277.104.630;8.269.106.803.252.580
Santa Marta;2023;5;18;15;15;5;27;10;1;7.540.265.839.592.760;24.492.160.182.580.200
Bogotá;2016;6;23;10;3;7;30;11;1;6.361.154.873.647.680;2.843.611.060.071.590
Pereira;2024;6;17;6;7;11;30;13;3;8.011.432.455.648.180;100000.0
Cúcuta;2019;12;17;14;4;8;30;10;1;4.690.162.115.969.640;520.481.992.360.007
Barranquilla;2016;4;15;6;12;12;33;10;0;26.041.567.151.241.200;26.102.881.609.955.200
Cartagena;2023;7;18;15;11;7;40;10;2;4.557.537.413.412.940;3.607.116.985.587.990
Barranquilla;2016;12;20;17;17;9;26;12;1;3.764.723.812.266.810;35.790.611.114.586.500
Barranquilla;2022;9;23;14;9;8;24;10;1;6.606.422.626.357.410;2.152.692.286.390.310
Cali;2015;7;13;13;6;0;32;13;3;7.158.217.645.930.270;19.634.797.639.869.800
Santa Marta;2017;6;17;18;11;8;31;14;3;21.870.900.789.546.200;744.694.493.295.856
Barranquilla;2021;11;26;19;8;9;26;11;2;625.670.472.092.041;8.483.757.538.520.580
Cúcuta;2020;12;24;24;12;9;26;5;0;6.395.149.295.940.400;6.489.297.278.962.550
Manizales;2016;3;27;11;9;12;30;8;3;7.050.651.920.954.660;4.726.423.863.469.450
Bucaramanga;2023;6;19;13;6;5;29;9;2;61.760.487.176.557.800;613.910.073.679.722
Cúcuta;2016;8;25;18;10;8;43;10;1;9.617.839.308.897.520;7.189.551.982.104.910
Medellín;2020;8;23;11;10;6;44;14;3;5.641.225.547.757.170;6.280.635.743.431.860
Barranquilla;2015;4;26;15;14;6;34;9;4;54.107.601.877.542.900;5.906.515.155.051.130
Cúcuta;2017;5;18;12;7;7;32;15;0;429.231.449.962.977;7.518.232.334.902.350
Pereira;2019;4;23;15;13;3;36;9;2;628.324.380.505.524;6.957.641.227.739.150
Bogotá;2021;2;18;20;6;4;29;17;0;3.582.179.997.570.160;38.261.219.407.113.700
Cúcuta;2017;11;19;10;13;4;21;13;2;28.082.645.292.445.000;5.950.387.094.900.030
Santa Marta;2023;5;26;18;6;8;31;14;1;50.392.407.945.167;7.973.238.357.236.180
Medellín;2018;1;22;23;16;9;28;8;3;29.259.055.019.602.700;5.847.915.948.939.300
Bogotá;2023;2;21;21;17;10;24;20;1;4.528.855.647.387.210;4.804.947.246.525.320
Medellín;2017;7;24;13;10;13;31;16;3;6.266.621.581.647.220;7.078.376.986.422.480
Santa Marta;2017;5;18;15;10;11;22;8;1;4.244.943.783.540.600;913.988.389.595.269
Bucaramanga;2018;10;24;14;13;7;31;10;3;22.639.338.659.786.800;4.602.768.926.986.150
Medellín;2016;8;23;13;20;6;44;14;1;492.838.068.447.051;7.215.735.059.135.590
Bogotá;2019;6;16;21;15;7;29;12;5;42.366.764.411.350.200;43.181.795.938.459.200
Cartagena;2023;8;18;21;10;7;28;22;3;439.247.697.918.569;7.227.095.819.801.770
Medellín;2022;11;22;15;11;8;35;23;2;5.417.476.602.215.530;45.356.898.351.510.300
Barranquilla;2022;2;19;8;8;9;24;7;0;743.796.650.508.545;29.378.476.005.473.400
Pereira;2022;8;23;20;13;5;34;12;2;4.421.857.165.188.560;51.333.428.721.825.400
Santa Marta;2022;9;7;15;15;9;34;11;1;26.632.068.853.645.400;5.780.804.741.257.660
Bucaramanga;2020;8;21;16;14;8;29;11;3;452.581.626.618.916;5.815.045.436.630.460
Pereira;2021;7;15;9;9;2;24;11;2;2.776.526.253.387.010;8.437.937.666.583.240
